sentence,label,id,token_count,char_count,avg_word_len,dep_depth,num_clauses,passive_voice_count,negation_count,hedge_count,num_financial_terms,num_entities,entity_density,flesch_reading_ease,flesch_kincaid_grade,complexity_score
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,130,29,138,4.684,5,0,0,0,0,2,4,0.1379,64.77,6.21,0.12798830842526335
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,131,31,158,5.136,6,0,0,0,0,2,4,0.129,57.72,7.2,0.14364562757776786
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,132,34,171,4.833,6,0,0,0,0,2,4,0.1176,55.35,7.86,0.1530403102328066
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,133,33,166,4.833,5,0,0,0,0,2,4,0.1212,55.35,7.86,0.14469206932642617
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,134,33,169,4.833,6,0,0,0,0,2,4,0.1212,55.35,7.86,0.15110232573668259
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,135,33,168,4.833,6,0,0,0,0,2,4,0.1212,55.35,7.86,0.15110232573668259
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,136,33,171,4.917,6,0,0,0,0,2,4,0.1212,55.35,7.86,0.15110232573668259
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,137,32,168,4.958,6,0,0,0,0,2,6,0.1875,50.47,9.45,0.1577906433238919
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,138,32,165,5.0,6,0,0,0,0,2,4,0.125,53.57,8.02,0.1500323967961141
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,139,33,170,4.92,7,0,0,0,0,2,4,0.1212,49.31,8.7,0.16206987381360563
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,140,33,171,5.043,6,0,0,0,0,2,4,0.1212,47.3,8.9,0.1567446868477937
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,141,33,169,4.88,7,0,0,0,0,2,4,0.1212,46.29,9.12,0.16434851964693897
Cargo volume grew by 7 % .,positive,142,7,26,4.25,3,0,0,0,0,0,1,0.1429,83.32,2.88,0.05446573044002186
Cargo volume increased by approximately 5 % .,positive,143,8,45,7.0,4,0,0,0,1,0,1,0.125,17.45,12.32,0.15569591579084674
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,144,14,75,5.111,4,0,0,0,0,2,3,0.2143,53.66,8.76,0.10634291998981316
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,145,31,130,3.944,6,1,0,0,0,0,6,0.1935,78.87,4.25,0.15541863104999007
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,146,15,67,4.2,3,0,0,0,0,3,2,0.1333,95.0,1.5,0.06248262724234744
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,147,15,69,4.4,5,0,0,0,0,3,2,0.1333,87.95,2.48,0.08061998034063804
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive,148,15,67,4.2,3,0,0,0,0,3,2,0.1333,95.0,1.5,0.06248262724234744
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,149,15,67,4.2,3,0,0,0,0,3,2,0.1333,95.0,1.5,0.06248262724234744
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,150,10,44,4.0,3,0,0,0,0,2,2,0.2,80.07,3.21,0.06207004851172729
EBIT margin was up from 1.4 % to 5.1 % .,positive,151,11,40,3.5,3,0,0,0,0,2,2,0.1818,107.6,-0.75,0.04252365800785132
"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",positive,152,51,233,3.971,9,1,0,0,0,1,9,0.1765,90.54,2.53,0.2040774929810177
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,153,14,67,4.4,5,0,0,0,0,1,2,0.1429,73.85,4.45,0.0893699298722918
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,154,39,180,4.259,6,1,0,0,1,0,7,0.1795,85.66,3.36,0.20776061465787118
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,155,51,245,4.645,7,1,0,0,1,1,16,0.3137,41.21,18.19,0.31788458432717154
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,156,36,235,6.467,6,1,0,0,0,0,4,0.1111,-20.97,23.39,0.2689496993639436
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,157,43,202,4.182,7,1,0,0,0,1,8,0.186,87.69,3.33,0.1800933819692904
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,158,42,194,4.207,6,0,0,0,0,1,8,0.1905,93.38,1.97,0.13658889106290997
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,159,48,218,4.125,7,1,0,0,0,1,9,0.1875,90.85,2.57,0.18566004056102167
Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,positive,160,35,212,6.111,6,1,0,0,0,0,6,0.1714,5.28,19.73,0.2471549440344862
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive,161,42,199,4.379,6,0,0,0,0,1,8,0.1905,81.29,3.66,0.14575772786846553
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,162,40,185,4.333,6,0,0,0,0,1,8,0.2,79.65,3.79,0.14258705401510632
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive,163,39,179,4.56,5,1,0,0,0,1,8,0.2051,76.67,4.06,0.16348143463650366
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,164,48,240,4.943,7,1,0,0,0,0,9,0.1875,59.15,8.24,0.21642175931102167
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,165,47,235,5.065,7,0,0,0,0,2,8,0.1702,38.14,11.09,0.20216823662045322
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,166,34,155,4.524,5,1,0,0,0,1,8,0.2353,82.29,3.12,0.14869168576699462
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,167,17,89,4.857,4,0,0,0,0,2,4,0.2353,53.12,9.82,0.1179077415337408
"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive,168,29,199,6.68,6,1,0,0,0,1,2,0.069,8.88,18.23,0.22738901622440869
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,169,27,127,4.05,4,0,0,0,0,1,5,0.1852,62.11,10.31,0.13994600663387
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",positive,170,31,141,4.5,5,0,0,0,0,0,7,0.2258,76.34,4.43,0.12220715936195588
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,171,22,92,3.214,4,1,2,0,0,0,4,0.1818,98.55,1.17,0.10844618831991652
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive,172,17,81,4.917,5,1,0,0,0,0,2,0.1176,74.81,5.81,0.13034013336066388
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,173,36,163,4.462,5,1,2,0,0,0,5,0.1389,82.05,3.37,0.15392399156479822
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,174,39,182,4.821,7,1,2,0,1,0,7,0.1795,67.88,5.94,0.22816826690146094
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,175,38,202,4.833,8,0,0,0,0,0,6,0.1579,58.87,7.16,0.16981501798225998
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",positive,176,27,131,4.778,5,0,0,0,0,0,5,0.1852,78.87,4.0,0.1121223220719042
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,177,23,95,3.8,5,0,0,0,0,0,4,0.1739,99.4,1.88,0.09286864797629696
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,178,25,127,4.889,5,0,0,0,0,2,4,0.16,54.7,7.37,0.12652977321854503
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,179,25,94,3.438,4,0,0,0,0,1,4,0.16,88.73,3.0,0.0964107494471775
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,180,27,121,4.105,5,0,0,0,0,1,4,0.1481,96.06,1.77,0.10002379776634863
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,181,27,109,3.529,5,0,0,0,0,1,4,0.1481,96.06,1.77,0.10002379776634863
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,182,31,134,4.429,6,0,0,0,0,0,4,0.129,80.31,4.79,0.13057054077221228
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive,183,31,128,4.2,5,0,0,0,0,0,4,0.129,80.31,4.79,0.12416028436195588
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,184,14,77,4.818,4,0,0,0,0,0,3,0.2143,78.79,3.35,0.07699179151759095
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,185,39,209,5.194,7,0,0,0,0,0,6,0.1538,26.31,17.54,0.22165785023479426
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive,186,19,83,4.385,4,1,0,0,0,0,5,0.2632,77.81,5.88,0.1281856202482111
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,positive,187,22,83,3.6,4,0,0,0,0,0,4,0.1818,106.0,2.45,0.08761285498658318
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,188,46,209,4.63,5,1,0,0,0,1,11,0.2391,74.68,5.02,0.1822556594427052
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,189,45,187,4.154,5,1,0,0,0,1,11,0.2444,69.6,7.65,0.19458633814102563
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive,190,46,200,4.222,5,1,0,0,0,1,11,0.2391,81.93,4.01,0.17677605874826074
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive,191,50,231,4.588,7,1,0,0,0,1,9,0.18,68.1,8.73,0.22295614844215864
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive,192,51,231,4.176,7,1,0,0,0,1,9,0.1765,89.13,3.37,0.1958142718271715
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,193,19,94,4.786,5,1,0,0,1,0,3,0.1579,63.7,8.35,0.18966315096402306
"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",positive,194,47,253,5.135,8,1,0,0,0,0,8,0.1702,51.74,10.76,0.23456590622515402
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,195,18,80,3.833,3,0,0,0,0,0,4,0.2222,102.31,-0.02,0.06005005295294177
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",positive,196,16,69,3.455,5,0,0,0,0,0,3,0.1875,105.41,-0.28,0.06758400650342875
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",positive,197,14,59,3.6,5,0,0,0,0,0,2,0.1429,102.05,0.52,0.06804831528895845
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive,198,17,78,3.786,5,0,0,0,0,0,2,0.1176,98.25,1.54,0.07939612294399721
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,199,20,98,5.0,5,0,0,0,0,0,4,0.2,53.89,7.85,0.11944401740459154
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive,200,14,65,3.7,3,0,0,0,0,1,3,0.2143,91.81,1.53,0.06070740316289008
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",positive,201,34,160,4.037,5,0,0,0,0,2,7,0.2059,89.3,2.39,0.11695340451699464
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,202,12,55,3.889,3,0,0,0,0,2,2,0.1667,85.89,2.65,0.06290782305953091
Operating profit rose to 22.1 mln eur from 19.9 mln .,positive,203,11,53,4.25,4,0,0,0,0,2,2,0.1818,83.32,2.88,0.0686279248347744
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,positive,204,18,89,4.357,4,0,0,0,0,2,3,0.1667,71.7,4.67,0.0919051878354204
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,205,17,89,4.538,5,0,0,0,0,2,3,0.1765,69.23,4.93,0.09778805002733056
